Column1,Name,Description,Type,Reference,Sports,Spiritual,
873,Birding for Mindfulness,"Health/Wellness, DuWell, Mindfulness, Moments of Mindfulness, Wellness - Environmental",Events,https://dukegroups.com/rsvp?id=2137292,0,0,
874,Meditative Art in the Wellness Center,"Health/Wellness, Art, DuWell, Mindfulness, Moments of Mindfulness, Wellness, Wellness - Mind-Body",Events,https://dukegroups.com/rsvp?id=2133747,0,0,
875,Meditation Practices in the Wellness Center,"Health/Wellness, DuWell, Meditation, Mindfulness, Moments of Mindfulness",Events,https://dukegroups.com/rsvp?id=2137279,0,0,
876,Meditation Practices in the Wellness Center,Health/Wellness,Events,https://dukegroups.com/rsvp?id=2138078,0,0,
877,Global Conversations in The Wellness Center,"Health/Wellness, DuWell, Health/Wellness, Moments of Mindfulness, Wellness, Wellness - Social",Events,https://dukegroups.com/rsvp?id=2106644,0,0,
878,Global Conversations in the Wellness Center,"Lecture/Talk, Moments of Mindfulness",Events,https://dukegroups.com/rsvp?id=2135791,0,0,
879,11TH ORGAN I,"Student, Art",Events,https://dukegroups.com/rsvp?id=2185156,0,0,
880,DSC Session at Hillside High School,Student,Events,https://dukegroups.com/rsvp?id=2203192,0,0,
881,DSC Session at Hillside High School,Student,Events,https://dukegroups.com/rsvp?id=2203203,0,0,
882,DSC Session at Hillside High School,Student,Events,https://dukegroups.com/rsvp?id=2203214,0,0,
883,Explore the Arts Annex Event,"DUU, Art, First Year Experience, Free",Events,https://dukegroups.com/rsvp?id=2250706,0,0,
884,Technical Workshop: Production Scheduling,"Workshop/Short Course, Free, Theatre",Events,https://dukegroups.com/rsvp?id=2249857,0,0,
885,Restorative Yoga in the Wellness Center,"Health/Wellness, DuWell, Mindfulness, Moments of Mindfulness, Restorative, Wellness - Mind-Body",Events,https://dukegroups.com/rsvp?id=2135435,0,0,
886,Environmental Policy with Duke Energy,Student,Events,https://dukegroups.com/rsvp?id=2216339,0,0,
887,Officer Transitions - Next Level Leadership,"Workshop/Short Course, Next Level Leadership",Events,https://dukegroups.com/rsvp?id=2237663,0,0,
888,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147444,0,1,
889,Yoga for Relaxation and Focus,"Workshop/Short Course, Art, DukeCreate, Wellness",Events,https://dukegroups.com/rsvp?id=2250293,0,0,
890,DQF Bootcamp,Workshop/Short Course,Events,https://dukegroups.com/rsvp?id=2248519,0,0,
891,Ross Overline Speaker Event,Lecture/Talk,Events,https://dukegroups.com/rsvp?id=2250654,0,0,
892,Little Shop of Horrors: Rehearsals,"Student, Musical",Events,https://dukegroups.com/rsvp?id=2250506,0,0,
893,Duke LBO General Body Meeting,Multicultural/Identity,Events,https://dukegroups.com/rsvp?id=2218850,0,0,
894,Help Desk End of Semester Mixer,Social,Events,https://dukegroups.com/rsvp?id=2250205,0,0,
895,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171932,0,1,
896,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2134181,0,1,
897,WiT Weekly Meetings,Student,Events,https://dukegroups.com/rsvp?id=2176399,0,0,
898,Duke Cyber Policy Track Meeting,Student,Events,https://dukegroups.com/rsvp?id=2199345,0,0,
899,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147482,0,1,
900,dPS Fellows StudentU Volunteering,Student,Events,https://dukegroups.com/rsvp?id=2249963,0,0,
901,Society of Duke Fellows - December Research Lunch HYBRID,"Lecture/Talk, Graduate Students",Events,https://dukegroups.com/rsvp?id=2227333,0,0,
902,SHAPE GBM,"Student, Activism",Events,https://dukegroups.com/rsvp?id=2194322,0,0,
903,Reconnecting After Trust has been Tested: Techniques for Effective Communication and Relationship Building,Workshop/Short Course,Events,https://dukegroups.com/rsvp?id=2167588,0,0,
904,TeaGather with CommuniTEA,"Health/Wellness, DuWell, Mindfulness, Moments of Mindfulness, Wellness - Social",Events,https://dukegroups.com/rsvp?id=2136033,0,0,
905,DSC Session at Durham School of Technology After School Club,Student,Events,https://dukegroups.com/rsvp?id=2203242,0,0,
906,Knitting in the Student Wellness Center Oasis,"Health/Wellness, Craftsmanship, DuWell, Mindfulness, Moments of Mindfulness, Wellness - Mind-Body, Wellness - Social",Events,https://dukegroups.com/rsvp?id=2135974,0,0,
907,Blue and White Holiday Party,Student,Events,https://dukegroups.com/rsvp?id=2177065,0,0,
908,Meet the Nupes!,"Student, Advising, Black, Networking",Events,https://dukegroups.com/rsvp?id=2250548,0,0,
909,Stress Free Singing,"Workshop/Short Course, DukeCreate, Singing",Events,https://dukegroups.com/rsvp?id=2250294,0,0,
910,Drum Circle in the Wellness Center,"Health/Wellness, DuWell, Mindfulness, Moments of Mindfulness, Wellness - Mind-Body",Events,https://dukegroups.com/rsvp?id=2135805,0,0,
911,Duke Medical Ethics Journal GBM,Student,Events,https://dukegroups.com/rsvp?id=2186009,0,0,
912,Duke Climate Coalition GBM,"Student, Environment",Events,https://dukegroups.com/rsvp?id=2192084,0,0,
913,SCOHP GBM,"Student, Health Policy",Events,https://dukegroups.com/rsvp?id=2212104,0,0,
914,dPS Fellowship Meeting,"Student, Activism, Advocacy, Volunteer",Events,https://dukegroups.com/rsvp?id=2154145,0,0,
915,Little Shop of Horrors: Rehearsals,"Student, Musical",Events,https://dukegroups.com/rsvp?id=2250507,0,0,
916,DUST Weekly Workshop,"Workshop/Short Course, Comedy, Destress, Free, Fun, Performance",Events,https://dukegroups.com/rsvp?id=2163228,0,0,
917,Duke Cyber Tech Track Meeting,Student,Events,https://dukegroups.com/rsvp?id=2203083,0,0,
918,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170968,0,1,
919,DSG Senate,Student,Events,https://dukegroups.com/rsvp?id=2148663,0,0,
920,DSO Concert 2: Music Of The Soul,"Concert/Music, Music",Events,https://dukegroups.com/rsvp?id=2200066,0,0,
921,Cru Weekly Meetings,"Religious/Spiritual, Community, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2180519,0,1,
922,Technical Workshop,Workshop/Short Course,Events,https://dukegroups.com/rsvp?id=2248642,0,0,
923,PCM+ Bible Study,"Religious/Spiritual, Religious",Events,https://dukegroups.com/rsvp?id=2179461,0,1,
924,Alexander Hamilton Society Abdullah Antepli Fellowship Meeting,Lecture/Talk,Events,https://dukegroups.com/rsvp?id=2250099,0,0,
925,SHAPE GBM,"Student, Activism",Events,https://dukegroups.com/rsvp?id=2194330,0,0,
926,dPS Fellows StudentU Volunteering,Student,Events,https://dukegroups.com/rsvp?id=2249964,0,0,
927,Large group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2175617,0,1,
928,Science and faith reading group,Student,Events,https://dukegroups.com/rsvp?id=2246931,0,0,
929,Duke Rotaract Book Drive (Second Week),"Student, Education, Human Rights, Volunteer",Events,https://dukegroups.com/rsvp?id=2250677,0,0,
930,OUF Accessible Mobility Advocacy Meeting,"Student, Urban Studies",Events,https://dukegroups.com/rsvp?id=2250161,0,0,
931,DUU Storefront,"DUU, DUU, Free, Student",Events,https://dukegroups.com/rsvp?id=2250579,0,0,
932,Guided Meditation in the Wellness Center,"Health/Wellness, DuWell, Meditation, Mindfulness, Moments of Mindfulness",Events,https://dukegroups.com/rsvp?id=2136008,0,0,
933,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172909,0,0,
934,General Meeting,Student,Events,https://dukegroups.com/rsvp?id=2220763,0,0,
935,Jackson Office Hours,Student,Events,https://dukegroups.com/rsvp?id=2240884,0,0,
936,Sleight of Hand in the Student Wellness Center Oasis,"Health/Wellness, DuWell, Mindfulness, Moments of Mindfulness, Wellness - Social",Events,https://dukegroups.com/rsvp?id=2135991,0,0,
937,Duke Quiz Bowl Practice,"Student, Fun",Events,https://dukegroups.com/rsvp?id=2175844,0,0,
938,Duke Quiz Bowl Practice,"Student, Fun",Events,https://dukegroups.com/rsvp?id=2175858,0,0,
939,Duke Quiz Bowl Practice,"Student, Fun",Events,https://dukegroups.com/rsvp?id=2175871,0,0,
940,Creative Writing,"Health/Wellness, Creative Writing, DuWell, Moments of Mindfulness, Wellness",Events,https://dukegroups.com/rsvp?id=2159623,0,0,
941,DQF Education Bootcamp Class 2,Lecture/Talk,Events,https://dukegroups.com/rsvp?id=2249713,0,0,
942,Agapé Christian Graduate/Professional Students Bible Study,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2166996,0,1,
943,Cru Freshmen Girls Life Group,"Religious/Spiritual, Community, Religious, Social",Events,https://dukegroups.com/rsvp?id=2220420,0,1,
944,Cru Freshmen Girls Life Group,"Religious/Spiritual, Community, Religious, Social",Events,https://dukegroups.com/rsvp?id=2220429,0,1,
945,Duke Debate Exec meeting,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229746,0,0,
946,Tiny Desk Concert,"Concert/Music, DUU, Music",Events,https://dukegroups.com/rsvp?id=2250703,0,0,
947,Little Shop of Horrors: Rehearsals,"Student, Musical",Events,https://dukegroups.com/rsvp?id=2250508,0,0,
948,ENCounter Large Group,"Religious/Spiritual, Fun, Music, Social, Spritual/Religious, Wellness",Events,https://dukegroups.com/rsvp?id=2223154,0,1,
949,Out of the Blue Rehearsal,"Student, A Capella",Events,https://dukegroups.com/rsvp?id=2174600,0,0,
950,Duke Aviators Learn to Fly,"Student, Aviation, Engineering, Free",Events,https://dukegroups.com/rsvp?id=2153584,0,0,
951,Duke Aviators Learn to Fly,"Student, Aviation, Engineering, Free",Events,https://dukegroups.com/rsvp?id=2153599,0,0,
952,Tenting Info Session (West Campus),"Student, Information Session, Sports",Events,https://dukegroups.com/rsvp?id=2242929,0,0,
953,THE KING’S SINGERS,"Student, Art, Music",Events,https://dukegroups.com/rsvp?id=2185160,0,0,
954,Agapé Bible Study,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2183296,0,1,
955,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229652,0,0,
956,Faculty Review Meeting,Social,Events,https://dukegroups.com/rsvp?id=2250499,0,0,
957,Duke@NIte: Holiday Movie Trivia,"DUU, Fun, Social, Trivia",Events,https://dukegroups.com/rsvp?id=2248130,0,0,
958,Black Duke Yearbook Portrait Session 2,Multicultural/Identity,Events,https://dukegroups.com/rsvp?id=2214266,0,0,
959,Cristo Rey Tutoring,Student,Events,https://dukegroups.com/rsvp?id=2249758,0,0,
960,Vinyasa Yoga,"Health/Wellness, DuWell, Mindfulness, Moments of Mindfulness, Wellness - Mind-Body",Events,https://dukegroups.com/rsvp?id=2154035,0,0,
961,Weekly Jumu'ah Service HYBRID,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2143637,0,1,
962,DUU Storefront,"DUU, DUU, Free, Student",Events,https://dukegroups.com/rsvp?id=2250580,0,0,
963,Winter E-LDOC,Social,Events,https://dukegroups.com/rsvp?id=2250329,0,0,
964,Dance Class at Emily K Center,"Workshop/Short Course, Dance, Volunteer",Events,https://dukegroups.com/rsvp?id=2199411,0,0,
965,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172910,0,0,
966,Shabbat with Jewish Life at Duke,"Religious/Spiritual, Free Food, Jewish, Religious",Events,https://dukegroups.com/rsvp?id=2235685,0,1,
967,ENC Christmas Party,Social,Events,https://dukegroups.com/rsvp?id=2250599,0,0,
968,Nepal Night,"Social, Cultural, Dance, Destress, Free Food, Fun, Hindu, Music, Relaxation, Singing, South Asian",Events,https://dukegroups.com/rsvp?id=2250414,0,0,
969,Cru Pancakes & PJs,"Social, Wellness - Social",Events,https://dukegroups.com/rsvp?id=2250694,0,0,
970,VIANO QUARTET,"Student, Art, Music",Events,https://dukegroups.com/rsvp?id=2185264,0,0,
971,First Semester MMA Practice,"Health/Wellness, Sports",Events,https://dukegroups.com/rsvp?id=2174519,1,0,
972,Weekly Sunday Bagel Brunch,"Social, Food, Free Food, Jewish",Events,https://dukegroups.com/rsvp?id=2182271,0,0,
973,Barkhane Brunchane Study Break,House/Quad Council,Events,https://dukegroups.com/rsvp?id=2250416,0,0,
974,Human Rights Day Commemoration,"Student, Human Rights",Events,https://dukegroups.com/rsvp?id=2250380,0,0,
975,Catalyst General Body Meeting,Student,Events,https://dukegroups.com/rsvp?id=2174979,0,0,
976,Simple Charity Chapter Meeting,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2226997,0,1,
977,FORM GBM Meetings,"Student, Art",Events,https://dukegroups.com/rsvp?id=2197254,0,0,
978,FORM GBM Meetings,"Student, Art",Events,https://dukegroups.com/rsvp?id=2202765,0,0,
979,TRC Practice,Social,Events,https://dukegroups.com/rsvp?id=2199795,0,0,
980,Simple Charity Chapter Meeting,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2183526,0,1,
981,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250213,0,1,
982,Duke STEM Connect GBM,"Student, Education, STEM",Events,https://dukegroups.com/rsvp?id=2204882,0,0,
983,Social Security Drop-Offs,"Social, Caribbean, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169829,0,0,
984,Duke Drone Racing Meeting,"Student, Community, Engineering, Recreation/Competition, STEM, Technology",Events,https://dukegroups.com/rsvp?id=2213600,0,0,
985,Out of the Blue Rehearsal,"Student, A Capella",Events,https://dukegroups.com/rsvp?id=2174561,0,0,
986,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147483,0,1,
987,dPS Fellows StudentU Volunteering,Student,Events,https://dukegroups.com/rsvp?id=2249965,0,0,
988,DSC Session at Hillside High School,Student,Events,https://dukegroups.com/rsvp?id=2203193,0,0,
989,DSC Session at Hillside High School,Student,Events,https://dukegroups.com/rsvp?id=2203204,0,0,
990,DSC Session at Hillside High School,Student,Events,https://dukegroups.com/rsvp?id=2203215,0,0,
991,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147445,0,1,
992,Duke Cyber Policy Track Meeting,Student,Events,https://dukegroups.com/rsvp?id=2199346,0,0,
993,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147484,0,1,
994,dPS Fellows StudentU Volunteering,Student,Events,https://dukegroups.com/rsvp?id=2249966,0,0,
995,DSC Session at Rogers-Herr Middle School,Student,Events,https://dukegroups.com/rsvp?id=2203225,0,0,
996,DSC Session at Durham School of Technology After School Club,Student,Events,https://dukegroups.com/rsvp?id=2203243,0,0,
997,Duke Cyber Tech Track Meeting,Student,Events,https://dukegroups.com/rsvp?id=2203084,0,0,
998,DMV Drop-Offs,"Social, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169908,0,0,
999,DMV Drop-Offs,"Social, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2250234,0,0,
1000,dPS Fellows StudentU Volunteering,Student,Events,https://dukegroups.com/rsvp?id=2249967,0,0,
1001,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172911,0,0,
1002,General Meeting,Student,Events,https://dukegroups.com/rsvp?id=2220765,0,0,
1003,Agapé Christian Graduate/Professional Students Bible Study,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2166997,0,1,
1004,Out of the Blue Rehearsal,"Student, A Capella",Events,https://dukegroups.com/rsvp?id=2174601,0,0,
1005,Weekly Jumu'ah Service HYBRID,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2143638,0,1,
1006,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172912,0,0,
1007,Friday Stargazing Open House,Student,Events,https://dukegroups.com/rsvp?id=2154361,0,0,
1008,Black Tie Dinner,Lecture/Talk,Events,https://dukegroups.com/rsvp?id=2240151,0,0,
1009,Simple Charity Chapter Meeting,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2183527,0,1,
1010,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250214,0,1,
1011,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172913,0,0,
1012,General Meeting,Student,Events,https://dukegroups.com/rsvp?id=2220766,0,0,
1013,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172914,0,0,
1014,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250215,0,1,
1015,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172915,0,0,
1016,General Meeting,Student,Events,https://dukegroups.com/rsvp?id=2220767,0,0,
1017,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172916,0,0,
1018,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250216,0,1,
1019,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147485,0,1,
1020,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147486,0,1,
1021,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172917,0,0,
1022,General Meeting,Student,Events,https://dukegroups.com/rsvp?id=2220768,0,0,
1023,Weekly Jumu'ah Service HYBRID,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2143639,0,1,
1024,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172918,0,0,
1025,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250217,0,1,
1026,Social Security Drop-Offs,"Social, Caribbean, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169830,0,0,
1027,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147487,0,1,
1028,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147488,0,1,
1029,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170970,0,1,
1030,DMV Drop-Offs,"Social, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169909,0,0,
1031,DMV Drop-Offs,"Social, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2250235,0,0,
1032,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172919,0,0,
1033,General Meeting,Student,Events,https://dukegroups.com/rsvp?id=2220769,0,0,
1034,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229653,0,0,
1035,Weekly Jumu'ah Service HYBRID,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2143640,0,1,
1036,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172920,0,0,
1037,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147626,0,1,
1038,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230880,0,0,
1039,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230890,0,0,
1040,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250218,0,1,
1041,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250469,0,0,
1042,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170938,0,1,
1043,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172247,0,1,
1044,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147489,0,1,
1045,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147446,0,1,
1046,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171933,0,1,
1047,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250530,0,1,
1048,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147490,0,1,
1049,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170971,0,1,
1050,Large group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2175618,0,1,
1051,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172921,0,0,
1052,General Meeting,Student,Events,https://dukegroups.com/rsvp?id=2220770,0,0,
1053,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229654,0,0,
1054,Weekly Jumu'ah Service HYBRID,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2143641,0,1,
1055,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172922,0,0,
1056,Escher String Quartet,"Concert/Music, Art, Music, Performance",Events,https://dukegroups.com/rsvp?id=2182227,0,0,
1057,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147627,0,1,
1058,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250219,0,1,
1059,Social Security Drop-Offs,"Social, Caribbean, Graduate Students, International Students, Undergraduate Students",Events,https://dukegroups.com/rsvp?id=2169831,0,0,
1060,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250483,0,0,
1061,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170939,0,1,
1062,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172248,0,1,
1063,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147491,0,1,
1064,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147447,0,1,
1065,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171934,0,1,
1066,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250531,0,1,
1067,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147492,0,1,
1068,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170972,0,1,
1069,Large group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2175619,0,1,
1070,Grad/Prof Spring Resource Fair,"Social, Community, Education, Free, Graduate Students, International Students, Professional Students, Support and Resources",Events,https://dukegroups.com/rsvp?id=2220485,0,0,
1071,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172923,0,0,
1072,General Meeting,Student,Events,https://dukegroups.com/rsvp?id=2220771,0,0,
1073,Lost Dog: Juliet & Romeo,"Concert/Music, Comedy, Dance, Performance",Events,https://dukegroups.com/rsvp?id=2185933,0,0,
1074,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229655,0,0,
1075,Hoof 'n' Horn presents: LITTLE SHOP OF HORRORS,"Student, Musical, Theatre",Events,https://dukegroups.com/rsvp?id=2250069,0,0,
1076,Weekly Jumu'ah Service HYBRID,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2143642,0,1,
1077,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172924,0,0,
1078,Hoof 'n' Horn presents: LITTLE SHOP OF HORRORS,"Student, Musical, Theatre",Events,https://dukegroups.com/rsvp?id=2250071,0,0,
1079,Lost Dog: Juliet & Romeo,"Concert/Music, Comedy, Dance, Performance",Events,https://dukegroups.com/rsvp?id=2185938,0,0,
1080,TASA Hot Pot Night,"Multicultural/Identity, Cultural, Food, Social",Events,https://dukegroups.com/rsvp?id=2250683,0,0,
1081,Hoof 'n' Horn presents: LITTLE SHOP OF HORRORS,"Student, Musical, Theatre",Events,https://dukegroups.com/rsvp?id=2250072,0,0,
1082,Christians On Campus Sunday Gathering,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2147628,0,1,
1083,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230881,0,0,
1084,BRUNCHANE,"House/Quad Council, Entertainment, Food, Self Care, Social",Events,https://dukegroups.com/rsvp?id=2230892,0,0,
1085,Dinner Church,"Student, Community, Cultural, Food, Free Food, LGBTQIA, Mindfulness, Religious, Spritual/Religious, Wellness - Spiritual",Events,https://dukegroups.com/rsvp?id=2250220,0,1,
1086,Figure Drawing Workshop,"DUU, DUU, VisArts",Events,https://dukegroups.com/rsvp?id=2250488,0,0,
1087,Cookbook Club with Special Guest,Health/Wellness,Events,https://dukegroups.com/rsvp?id=2212924,0,0,
1088,Jessica & Leon's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170940,0,1,
1089,Judy & Caleb's Upperclassman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2172249,0,1,
1090,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147493,0,1,
1091,KitabConnect HYBRID,"Religious/Spiritual, Muslim",Events,https://dukegroups.com/rsvp?id=2147448,0,1,
1092,Naomie & Austin's Freshman Small Group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2171935,0,1,
1093,RUF Large Group,"Religious/Spiritual, Religious, Spritual/Religious",Events,https://dukegroups.com/rsvp?id=2250532,0,1,
1094,Fajr Breakfast Club,"Religious/Spiritual, CML, Muslim",Events,https://dukegroups.com/rsvp?id=2147494,0,1,
1095,"Allen, Ann, Daniel & Lucy's Upperclassman Small Group",Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2170973,0,1,
1096,Large group,Religious/Spiritual,Events,https://dukegroups.com/rsvp?id=2175620,0,1,
1097,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172925,0,0,
1098,Duke Debate Practice,"Student, Debate",Events,https://dukegroups.com/rsvp?id=2229656,0,0,
1099,Hoof 'n' Horn presents: LITTLE SHOP OF HORRORS,"Student, Musical, Theatre",Events,https://dukegroups.com/rsvp?id=2250073,0,0,
1100,Global Cafe,"Social, Environment, Graduate Students, Social, Undergraduate Students, Wellness",Events,https://dukegroups.com/rsvp?id=2237532,0,0,
1101,E-Social,Student,Events,https://dukegroups.com/rsvp?id=2172926,0,0,
1102,Hoof 'n' Horn presents: LITTLE SHOP OF HORRORS,"Student, Musical, Theatre",Events,https://dukegroups.com/rsvp?id=2250074,0,0,
1103,Zlata Chochieva,Concert/Music,Events,https://dukegroups.com/rsvp?id=2185939,0,0,
1104,Hoof 'n' Horn presents: LITTLE SHOP OF HORRORS,"Student, Musical, Theatre",Events,https://dukegroups.com/rsvp?id=2250075,0,0,
